ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3004826	LAP-2	3621	protein homolog model	Serratia marcescens	0	4.85	3.03	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Shigella sonnei	0	0.22	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Shigella sonnei	0	0.22	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Shigella flexneri	1.2	0.16	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter cloacae	1.68	2.56	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter cloacae	1.68	2.56	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Citrobacter freundii	0	0.77	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Morganella morganii	0	1.23	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Morganella morganii	0	1.23	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter asburiae	0	0.79	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter hormaechei	1.22	3.88	0.72	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter hormaechei	1.22	3.88	0.72	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter kobei	0	0.87	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter kobei	0	0.87	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Raoultella planticola	0	2.56	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Raoultella planticola	0	2.56	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Cronobacter sakazakii	2.56	0	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter chengduensis	100	0	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter chengduensis	100	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter roggenkampii	1.45	1.44	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Escherichia albertii	0.56	0	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Escherichia albertii	0.56	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Escherichia fergusonii	0	1.09	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Klebsiella michiganensis	0	0.8	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Klebsiella michiganensis	0	0.8	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Klebsiella quasipneumoniae	1.06	7.63	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Klebsiella quasipneumoniae	1.06	7.63	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Leclercia adecarboxylata	4.76	9.3	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Leclercia adecarboxylata	4.76	9.3	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Cronobacter sakazakii	2.56	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter roggenkampii	1.45	1.44	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Escherichia fergusonii	0	1.09	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004826	LAP-2	3621	protein homolog model	Enterobacter asburiae	0	0.79	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004832	Neisseria gonorrhoeae PBP2 conferring resistance to beta-lactam antibiotics	3628	protein variant model	Neisseria meningitidis	0	0.32	0	0	perfect_strict	antibiotic target alteration; carbapenem; cephalosporin; cephamycin; monobactam; penam
ARO:3004832	Neisseria gonorrhoeae PBP2 conferring resistance to beta-lactam antibiotics	3628	protein variant model	Neisseria gonorrhoeae	1.02	69.22	70	0	perfect_strict	antibiotic target alteration; carbapenem; cephalosporin; cephamycin; monobactam; penam
ARO:3004833	Neisseria gonorrhoeae PBP1 conferring resistance to beta-lactam antibiotics	3629	protein variant model	Neisseria gonorrhoeae	0.51	46.89	51.25	0	perfect_strict	antibiotic target alteration; carbapenem; cephalosporin; cephamycin; monobactam; penam
ARO:3004837	OXA-724	3633	protein homolog model	Aeromonas hydrophila	0	2.42	4.62	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3004837	OXA-724	3633	protein homolog model	Aeromonas hydrophila	0	3.23	9.23	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3004836	Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin	3646	rRNA gene variant model	Neisseria gonorrhoeae	0	0.56	2.5	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3004851	Neisseria gonorrhoeae mtrR with mutation conferring resistance	3649	protein variant model	Neisseria gonorrhoeae	0.51	13.44	21.25	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3004853	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to capreomycin	3651	rRNA gene variant model	Mycobacterium tuberculosis	0	8.88	10.66	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration; glycopeptide antibiotic; glycylcycline; nucleoside antibiotic; peptide antibiotic; tetracycline antibiotic
ARO:3004854	CMY-136	3652	protein homolog model	Salmonella enterica	0.11	0.09	0	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3004854	CMY-136	3652	protein homolog model	Escherichia coli	0.04	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3004854	CMY-136	3652	protein homolog model	Klebsiella pneumoniae	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3004854	CMY-136	3652	protein homolog model	Klebsiella quasipneumoniae	0	0.13	0	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3004856	SCO-1	3653	protein homolog model	Acinetobacter baumannii	0	0	0.18	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Salmonella enterica	0	0.02	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Salmonella enterica	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Escherichia coli	0.01	0.01	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Klebsiella pneumoniae	0.13	0.66	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Klebsiella pneumoniae	0.13	0.69	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Pseudomonas aeruginosa	0	0.07	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Proteus mirabilis	0	0.17	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Proteus mirabilis	0	0.17	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Klebsiella oxytoca	0	0.42	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Klebsiella oxytoca	0	0.42	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Shigella flexneri	0.4	0	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Shigella flexneri	0.4	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Enterobacter cloacae	0.56	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Morganella morganii	0	0.61	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Providencia rettgeri	0	0.64	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Providencia rettgeri	0	0.64	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Enterobacter hormaechei	0	0.04	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Acinetobacter radioresistens	0	3.51	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Acinetobacter radioresistens	0	3.51	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Klebsiella michiganensis	0	0.27	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Klebsiella quasipneumoniae	0	0.39	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Klebsiella quasipneumoniae	0	0.39	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Klebsiella michiganensis	0	0.27	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Enterobacter hormaechei	0	0.04	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Morganella morganii	0	0.61	0	0	perfect	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Pseudomonas aeruginosa	0	0.07	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Escherichia coli	0.01	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3004856	SCO-1	3653	protein homolog model	Acinetobacter baumannii	0	0	0.18	0	perfect_strict	antibiotic inactivation; cephalosporin; penam; penem
ARO:3003664	NDM-16a	3658	protein homolog model	Acinetobacter baumannii	0	0.06	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3003664	NDM-16a	3658	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3003664	NDM-16a	3658	protein homolog model	Enterobacter hormaechei	0	0.04	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3004862	NDM-19	3660	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3004862	NDM-19	3660	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3004863	NDM-20	3661	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3004865	NDM-22	3663	protein homolog model	Enterobacter hormaechei	0	0.04	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3004866	NDM-23	3664	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3004866	NDM-23	3664	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3004868	NDM-25	3666	protein homolog model	Escherichia coli	0	0	0	0.13	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3004937	Mycobacterium tuberculosis 23S rRNA mutation conferring resistance to capreomycin	3745	rRNA gene variant model	Escherichia coli	0	0.02	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3004937	Mycobacterium tuberculosis 23S rRNA mutation conferring resistance to capreomycin	3745	rRNA gene variant model	Mycobacterium tuberculosis	0	70.53	96.52	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3001044	TEM-181	3751	protein homolog model	Staphylococcus aureus	0	0.01	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Staphylococcus aureus	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Escherichia coli	0	0.01	0.05	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Escherichia coli	0	0.01	0.05	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Pseudomonas aeruginosa	0	0.01	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Pseudomonas aeruginosa	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Neisseria meningitidis	0	0	0.76	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Neisseria meningitidis	0	0	0.76	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Bacillus subtilis	0	0.29	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Streptococcus lutetiensis	0	2.04	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Streptococcus lutetiensis	0	2.04	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Legionella pneumophila	0	0.22	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Vibrio vulnificus	0	0.41	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Vibrio vulnificus	0	0.41	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Bacillus subtilis	0	0.29	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001044	TEM-181	3751	protein homolog model	Legionella pneumophila	0	0.22	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3005008	TxR	3753	protein homolog model	Vibrio harveyi	0	36	7.14	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3005008	TxR	3753	protein homolog model	Vibrio parahaemolyticus	0	74.09	50	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3005008	TxR	3753	protein homolog model	Vibrio alginolyticus	0	9.13	6.17	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3005008	TxR	3753	protein homolog model	Vibrio neocaledonicus	0	0	50	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3005008	TxR	3753	protein homolog model	Vibrio owensii	0	15.79	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3005008	TxR	3753	protein homolog model	Vibrio fluvialis	0	30.67	47.37	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3005009	qacE	3754	protein homolog model	Acinetobacter baumannii	0	0.03	0.18	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Klebsiella pneumoniae	0.05	0.6	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Proteus mirabilis	0	0.33	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Serratia marcescens	0	0.13	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Providencia rettgeri	0	2.55	0	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Providencia stuartii	6.82	0	0	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Providencia stuartii	6.82	0	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Enterobacter hormaechei	0.06	0.13	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Klebsiella michiganensis	0	0.8	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Burkholderia vietnamiensis	0	0.86	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Sphingobium yanoikuyae	0	5.88	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Pseudomonas aeruginosa	0.58	0.09	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Klebsiella michiganensis	0	0.53	0	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005009	qacE	3754	protein homolog model	Providencia rettgeri	0	4.46	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Escherichia fergusonii	2.85	6.52	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Acinetobacter towneri	0	7.69	25	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Cronobacter sakazakii	5.13	0	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Citrobacter werkmanii	0	41.03	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Pseudomonas mendocina	0	14.29	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Shewanella putrefaciens	40	0	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Burkholderia vietnamiensis	0	0.86	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Leclercia adecarboxylata	9.52	11.63	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Vibrio alginolyticus	3.57	0.4	1.23	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Cronobacter sakazakii	5.13	0	0	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Klebsiella michiganensis	14.29	10.37	12.9	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Enterobacter roggenkampii	0.97	12.59	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Alcaligenes faecalis	20	23.53	15	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Citrobacter portucalensis	19.12	22.52	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Acinetobacter defluvii	12.5	0	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Acinetobacter junii	33.33	4.48	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Serratia liquefaciens	0	3.17	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Acinetobacter radioresistens	0	5.26	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Yersinia enterocolitica	0	0.91	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Citrobacter youngae	9.09	18.75	0	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Enterobacter kobei	6.21	16.16	4.55	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Aeromonas veronii	4.62	10.11	12.73	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Vibrio parahaemolyticus	0.62	0.21	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Acinetobacter radioresistens	0	5.26	0	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Citrobacter koseri	10	7.21	6.25	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Comamonas testosteroni	50	7.14	20	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Stenotrophomonas maltophilia	0	0.45	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Vibrio fluvialis	0	4	2.63	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Vibrio fluvialis	0	4	2.63	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Enterobacter hormaechei	12.23	27.67	2.88	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Acinetobacter johnsonii	2.78	5.45	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Proteus vulgaris	33.33	11.11	0	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Achromobacter xylosoxidans	14.29	1.53	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Klebsiella oxytoca	4.79	13.03	5.13	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Citrobacter koseri	10	7.21	6.25	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Acinetobacter baumannii	2.34	27.26	41.06	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Acinetobacter baumannii	2.34	27.68	41.24	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Salmonella enterica	9.79	14.35	7.51	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Salmonella enterica	9.79	14.46	7.63	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Enterobacter asburiae	1.93	16.6	6.45	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Escherichia coli	4.29	15.03	3.72	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Klebsiella pneumoniae	7.54	27.67	18.11	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Klebsiella pneumoniae	7.63	28.27	18.17	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Citrobacter amalonaticus	8.33	12.73	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Pseudomonas aeruginosa	10.53	11.73	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Klebsiella aerogenes	8.7	4.52	4	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Shigella flexneri	5.62	10.87	7	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Citrobacter freundii	12	20.89	7.38	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Proteus mirabilis	21.25	15.68	62.39	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Serratia marcescens	5.16	6.55	0	0	perfect	antibiotic efflux; disinfecting agents and antiseptics
ARO:3005010	qacEdelta1	3755	protein homolog model	Serratia marcescens	5.16	6.55	0	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics
